,College_Name,Location,State,Course,Rating,Reviews,Course_Fee
231,Babu Banarasi Das Northern India Institute of Technology - [BBDNIIT],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 1,05,503"
232,Goel Institute of Technology & Management - [GITM],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 78,589"
233,City Group of Colleges - [CGC],Lucknow, Uttar Pradesh,Certificate in Engineering,7.9,198,"₹ 21,000"
234,Azad Institute of Engineering and Technology - [AIET],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 56,000"
235,Rameshwaram Institute of Technology and Management - [RITM],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 74,250"
236,Aryavart Institute of Technology and Management - [AITM],Lucknow, Uttar Pradesh,,7.9,198,
237,G.C.R.G. Group of Institutions,Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 43,000"
238,SR Institute Of Management and Technology - [SRIMT],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 95,000"
239,Institute of Engineering and Technology - [IET],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 89,775"
240,Indian Institute of Information Technology - [IIITL],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 2,69,700"
241,Babu Banarasi Das University - [BBDU],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 1,25,000"
242,Babu Banarasi Das Institute of Technology & Management - [BBDITM],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 1,16,803"
243,Lucknow Institute of Technology - [LIT],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 40,000"
244,"SRM, Institute of Technology",Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 1,17,500"
245,Saroj Institute of Technology and Management - [SITM],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 45,000"
246,Institute of Technology & Management - [ITM],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 67,400"
247,Surya Group of Institutions - [SGI],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 62,500"
248,Bhartiya Shiksha Parishad - [BSP],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 17,250"
249,Bansal Institute of Engineering and Technology - [BIET],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 94,904"
250,Shri Ramswaroop Memorial College of Engineering and Management -  [SRMCM],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 1,23,160"
251,Babu Banarasi Das Engineering College - [BBDEC],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 1,14,500"
252,Dr. M.C. Saxena Group of Colleges - [MCSGOC],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 1,02,250"
253,BN College of Engineering and Technology - [BNCET],Lucknow, Uttar Pradesh,BE/B.Tech,7.9,198,"₹ 90,292"
254,Indian Institute of Space Science and Technology - [IIST],Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 1,44,900"
255,APJ Abdul Kalam Technological University - [KTU],Thiruvananthapuram, Kerala,M.Phil/Ph.D in Engineering,8.4,44,"₹ 29,000"
256,Sree Chitra Thirunal College of Engineering - [SCTCE],Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 62,668"
257,Rajadhani Institute of Engineering and Technology - [RIET] Attinga,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 1,20,000"
258,College of Engineering - [CEAL] Attingal,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 42,952"
259,Mohandas College of Engineering and Technology - [MCET],Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 50,000"
260,John Cox Memorial CSI Institute of Technology Kannammoola,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 65,000"
261,Sarabhai Institute of Science & Technology - [SIST] Vellanad,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 50,000"
262,Muslim Association College of Engineering - [MACE],Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 65,000"
263,Government Engineering College - [GEC] Barton Hill,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 18,425"
264,St Thomas Institute for Science and Technology - [STIST],Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 60,000"
265,Regional Institute of Engineering - [RIE],Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 40,000"
266,Mar Baselios College of Engineering and Technology - [MBCET] Nalanchira,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 1,97,000"
267,MG College of Engineering Thiruvallam,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 35,000"
268,Valia Koonambaikulathamma College of Engineering and Technology - [VKCET] Parippally,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 55,000"
269,College of Engineering,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 2,00,000"
270,Marian Engineering College - [MEC],Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 97,750"
271,Trinity College of Engineering,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 40,000"
272,Digital University Kerala - [DUK],Thiruvananthapuram, Kerala,ME/M.Tech,8.4,44,"₹ 1,10,000"
273,College of Engineering Muttathara,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 56,705"
274,"University of Kerala, University College Of Engineering Kariavattom",Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 36,750"
275,Lourdes Matha College of Science and Technology,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 1,00,400"
276,Heera College of Engineering and Technology - [HCET] Nedumangad,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 45,000"
277,ACE College of Engineering,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 75,000"
278,LBS Institute of Technology for Women - [LBSITW] Poojappura,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 44,160"
279,PRS College of Engineering and Technology - [PRSCET],Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 35,000"
280,Pankajakasthuri College of Engineering and Technology - [PKCET],Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 35,000"
281,Vidya Academy of Science and Technology Technical Campus,Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 93,251"
282,P.A. Aziz College of Engineering and Technology - [PAACET],Thiruvananthapuram, Kerala,BE/B.Tech,8.4,44,"₹ 40,000"
283,ER & DCI Institute of Technology,Thiruvananthapuram, Kerala,ME/M.Tech,8.4,44,"₹ 1,47,300"
284,Jadavpur University - [JU],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 10,000"
285,Brainware University,Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 4,64,600"
286,University of Engineering and Management - [UEM],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,71,200"
287,Presidency University,Kolkata, West Bengal,,8.5,662,
288,Techno Main Salt Lake,Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 4,83,800"
289,Camellia Institute of Technology - [CIT],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,01,500"
290,MCKV Institute of Engineering - [MCKVIE],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 4,00,000"
291,Indian Maritime University - [IMU],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 2,25,000"
292,Government College of Engineering and Ceramic Technology - [GCECT],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 17,950"
293,JIS University,Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,18,600"
294,Netaji Subhash Engineering College - [NSEC],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,44,800"
295,Institute of Engineering and Management - [IEM],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,78,400"
296,Heritage Institute of Technology - [HIT],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,16,200"
297,Maulana Abul Kalam Azad University of Technology - [MAKAUT],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 70,300"
298,Narula Institute of Technology - [NIT Agarpara],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,41,994"
299,Amity University,Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,88,000"
300,Techno India University,Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 6,32,000"
301,Sister Nivedita University - [SNU],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,82,000"
302,JIS College of Engineering - [JISCE],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 4,08,000"
303,Bengal Institute of Technology - [BIT],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 3,47,000"
304,Budge Budge Institute of Technology - [BBIT],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,14,650"
305,Dream Institute of Technology,Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,12,000"
306,Techno International New Town - [TINT],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 3,00,000"
307,Dr. Sudhir Chandra Sur Institute of Technology & Sports Complex - [SURTECH],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,23,800"
308,Om Dayal Group of Institutions,Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 86,500"
309,Neotia Institute of Technology Management and Science - [NITMAS],Kolkata, West Bengal,BE/B.Tech,8.5,662,"₹ 1,30,200"
310,Indus University,Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 1,01,000"
311,L.D. College of Engineering - [LDCE],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,₹ 800
312,Anant National University - [AnantU],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 2,90,000"
313,Rai University - [RU],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 71,600"
314,SAL College of Engineering - [SCE],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 74,000"
315,Adani Institute of Infrastructure Engineering - [AIIE],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 1,65,000"
316,L.J. Institute of Engineering and Technology - [LJIET],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 73,000"
317,Saffrony Institute of Technology & S.P.B. Patel Engineering College,Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 81,150"
318,Narnarayan Shastri Institute of Technology - [NSIT],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 63,000"
319,"Ahmedabad University, School of Engineering and Applied Science",Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 1,73,000"
320,Apollo Institute Of Engineering and Technology,Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 61,000"
321,Grow More Faculty of Engineering,Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 70,000"
322,LJ University - [ LJU],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 73,000"
323,Nirma University - [NU],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 2,21,200"
324,Central Institute of plastics engineering & Technology- [CIPET],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 65,000"
325,CEPT University,Ahmedabad, Gujarat,ME/M.Tech,8.3,64,"₹ 3,78,000"
326,GLS University,Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 1,00,000"
327,Institute of Infrastructure Technology Research and Management - [IITRAM],Ahmedabad, Gujarat,ME/M.Tech,8.3,64,"₹ 28,500"
328,Vishwakarma Government Engineering College - [VGEC],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 1,500"
329,Silver Oak College of Engineering and Technology - [SOCET],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 78,000"
330,Hasmukh Goswami College of Engineering - [HGCE],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 61,000"
331,Khyati Foundation,Ahmedabad, Gujarat,Polytechnic,8.3,64,"₹ 30,000"
332,Amiraj College of Engineering and Technology- [ACET],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 30,000"
333,Khyati School of Engineering - [KSE],Ahmedabad, Gujarat,Polytechnic,8.3,64,"₹ 30,000"
334,Aditya Silver Oak Institute of Technology - [ASOIT],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 63,000"
335,Indus Institute of Technology & Engineering - [IITE],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 96,000"
336,Infobit Technologies,Ahmedabad, Gujarat,,8.3,64,
337,SAL Institute of Technology and Engineering Research - [SITER],Ahmedabad, Gujarat,BE/B.Tech,8.3,64,"₹ 56,000"
338,Visvesvaraya National Institute of Technology - [VNIT],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,49,200"
339,Rashtrasant Tukadoji Maharaj Nagpur University - [RTMNU],Nagpur, Maharashtra,ME/M.Tech,8.1,208,"₹ 60,000"
340,Kavikulguru Institute of Technology and Science - [KITS],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,03,000"
341,JD College of Engineering and Management,Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,03,000"
342,KDK College of Engineering,Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,10,000"
343,Tulsiramji GaikwadPatil College of Engineering and Technology - [TGPCET],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 90,000"
344,Laxminarayan Institute of Technology - [LIT],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,15,000"
345,Smt Radhikatai Pandav College of Engineering -[SRPCE],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 78,000"
346,St Vincent Pallotti College of Engineering and Technology -[SVPCET],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,06,500"
347,Cummins College Of Engineering For Women,Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,25,000"
348,Guru Nanak Institute of Technology - [GNIT],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 70,000"
349,Guru Nanak Institute of Engineering & Technology - [GNIET],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 76,000"
350,Shri Ramdeobaba College of Engineering and Management - [RCOEM],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,65,500"
351,Yeshwantrao Chavan College of Engineering - [YCCE],Nagpur, Maharashtra,ME/M.Tech,8.1,208,"₹ 1,53,334"
352,Indian Institute of Information Technology - [IIIT],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 2,47,700"
353,Government College of Engineering - [GCOEN],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 27,875"
354,Priyadarshini College of Engineering - [PCE],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,13,000"
355,Nagpur Institute of Technology - [NIT],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,01,000"
356,Jhulelal Institute of Technology - [JIT],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 93,500"
357,Wainganga College of Engineering and Management - [WCEM],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 87,000"
358,Rajiv Gandhi College of Engineering and Research - [RGCER],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,00,000"
359,Priyadarshini Institute of Engineering and Technology - [PIET],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,08,000"
360,Priyadarshini Indira Gandhi College of Engineering - [PIGCE],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 96,000"
361,Vidarbha Institute of Technology,Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 74,000"
362,G H Raisoni Academy of Engineering & Technology - [GHRAET],Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 99,000"
363,Abha Gaikwad Patil College of Engineering,Nagpur, Maharashtra,BE/B.Tech,8.1,208,"₹ 1,05,000"
364,IIT Bhubaneswar - Indian Institute of Technology - [IITBBS],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 2,74,290"
365,C. V. Raman Global University,Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 1,75,000"
366,Silicon Institute of Technology - [SIT],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 1,72,500"
367,Bhubaneswar Engineering College - [BEC],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 2,52,000"
368,College of Engineering and Technology - [CET],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 2,35,000"
369,Orissa Engineering College - [OEC],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 86,500"
370,CSIR-Institute of Minerals and Materials Technology -[CSIR-IMMT],Bhubaneswar, Orissa,,8.3,67,
371,Trident Academy of Technology,Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 1,08,300"
372,Krupajal Engineering College - [KEC],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 72,000"
373,Suddhananda Engineering and Research Centre - [SERC],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 60,000"
374,Nalanda Institute of Technology - [NIT],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 86,500"
375,KIIT School of Biotechnology - [KSBT],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 3,50,000"
376,Aryan Institute of Engineering and Technology - [AIET],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 63,000"
377,Vedang Institute of Technology,Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 50,000"
378,Institute of Technical Education and Research - [ITER],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 2,35,000"
379,Kalinga Institute of Industrial Technology - [KIIT],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 3,50,000"
380,International Institute of Information Technology - [IIIT],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 3,30,000"
381,XIM University,Bhubaneswar, Orissa,M.Phil/Ph.D in Engineering,8.3,67,"₹ 1,20,000"
382,College of Engineering Bhubaneswar - [COEB],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 1,01,200"
383,Gandhi Institute for Technology - [GIFT],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 81,000"
384,Siksha 'O' Anusandhan University - [SOA],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 2,35,000"
385,GITA Autonomous College - [GITA College],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 1,25,000"
386,CIPET: Centre for Skilling and Technical Support [CSTS],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 32,680"
387,Gandhi Engineering College - [GEC],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 1,00,000"
388,Raajdhani Engineering College - [REC],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 72,000"
389,Bhubaneswar Institute of Technology - [BIT],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 55,000"
390,Konark Institute of Science and Technology - [KIST],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 2,72,000"
391,Hi-Tech College of Engineering,Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 2,52,000"
392,Gandhi Institute of Technology and Management - [GITAM],Bhubaneswar, Orissa,BE/B.Tech,8.3,67,"₹ 6,50,000"
393,IIT Indore - Indian Institute of Technology - [IITI],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 2,13,600"
394,Shri Govindram Seksaria Institute of Technology and Science- [SGSITS],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 75,550"
395,Sanghvi Institute of Management and Science - [SIMS],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 62,000"
396,Malwa Institute of Technology - [MIT],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 64,200"
397,Patel College of Science and Technology - [PCST],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 54,000"
398,Symbiosis University of Applied Sciences- [SUAS],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 2,60,000"
399,Chameli Devi Group of Institution,Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 35,000"
400,Sri Aurobindo Institute of Technology - [SAIT],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 30,000"
401,Lakshmi Narain College of Technology & Science - [LNCTS],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 58,000"
402,Lakshmi Narain College of Technology - [LNCTI],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 60,000"
403,IPS Academy,Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 85,000"
404,"Institute of Engineering and Technology, Devi Ahilya University - [IET -DAVV]",Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 82,961"
405,Acropolis Institute of Technology & Research - [AITR],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 73,600"
406,Oriental University - [OU],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 35,000"
407,Medi-Caps University,Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 1,10,000"
408,Acropolis Group of Institutions,Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 73,600"
409,Indore Institute of Science and Technology - [IIST],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 60,000"
410,Malwa Institute of Science and Technology - [MIST],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 53,500"
411,Swami Vivekanand College of Engineering - [SVCE],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 58,500"
412,Sushila Devi Bansal College,Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 30,000"
413,Vikrant Group of Institutions - [VGI],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 45,000"
414,Mandsaur Institute of Technology- [MIT],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 68,400"
415,Lord Krishna College of Technology - [LKCT],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 48,600"
416,Swami Vivekanand Group of Institutions,Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 57,000"
417,Sagar Institute of Research & Technology - [SIRT],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 50,000"
418,Vindhya Institute of Technology & Science - [VITS],Indore, Madhya Pradesh,BE/B.Tech,8.5,69,"₹ 48,000"
419,K L University - [KLU],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 2,40,000"
420,VIT University - [VIT- AP],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 1,98,000"
421,Vasireddy Venkatadri Institute of Technology - [VVIT],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 55,000"
422,KKR & KSR Institute of Technology and Sciences - [KITS],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 37,000"
423,Bapatla Engineering College - [BEC],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 61,000"
424,Sri Mittapalli College of Engineering,Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 1,20,800"
425,Chebrolu Engineering College,Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 35,000"
426,Sri Mittapalli Institute of Technology for Women - [SMITW],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 52,400"
427,Sai Tirumala NVR Engineering College - [STNVR],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 38,900"
428,NRI Institute of Technology - [NRIIT],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 58,100"
429,Sri Chundi Ranganayakulu Engineering College - [SCREC],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 35,000"
430,Nalanda Institute of Engineering and Technology - [NIET],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 36,500"
431,Narasaraopeta Institute of Technology - [NIT],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 31,000"
432,AM Reddy Memorial College of Engineering and Technology,Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 35,000"
433,Krishnaveni Engineering College for Women - [KECW],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 35,000"
434,"Vignan's Foundation for Science, Technology, and Research",Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 1,20,000"
435,RVR and JC College of Engineering,Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 73,400"
436,Narasaraopeta Engineering College - [NEC],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 60,400"
437,Chalapathi Institute of Engineering and Technology - [CIET],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 52,500"
438,Kallam Haranadhareddy Institute of Technology - [KHIT],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 50,200"
439,Guntur Engineering College - [GEC],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 35,000"
440,Vignan's Nirula Institute of Technology and Science for Women -[VNIW],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 35,000"
441,Chalapathi Institute of Technology - [CIT],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 35,000"
442,Malineni Lakshmaiah Womens Engineering College,Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 35,000"
443,Malineni Perumallu Educational Society's Group of Institutions (Integrated Campus),Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 35,000"
444,Chintalapudi Engineering College - [CECG],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 35,000"
445,Vignan's Lara Institute of Technology & Science - [VLITS],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 76,000"
446,Newton's  Institute of Engineering - [NIE],Guntur, Andhra Pradesh,,8.3,489,
447,Velaga Nageswara Rao College of Engineering - [VNRCE],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 35,000"
448,G V R & S College of Engineering & Technology - [GVR&S],Guntur, Andhra Pradesh,BE/B.Tech,8.3,489,"₹ 50,200"
